q101 AP880212-0047 WSJ880125-0124
q101 AP880330-0014 WSJ880125-0124 AP880212-0047
q101 WSJ880420-0116 WSJ880125-0124 AP880212-0047 AP880330-0014
q101 AP880513-0046 WSJ880125-0124 AP880212-0047 AP880330-0014 WSJ880420-0116
q116 AP891007-0094 AP890901-0239 AP890913-0313 AP890921-0288 WSJ890928-0122 WSJ891004-0140
q116 AP891008-0085 AP890913-0313 AP890921-0288 WSJ890928-0122 WSJ891004-0140 AP891007-0094
q116 AP891010-0006 AP890921-0288 WSJ890928-0122 WSJ891004-0140 AP891007-0094 AP891008-0085
q116 WSJ891010-0079 WSJ890928-0122 WSJ891004-0140 AP891007-0094 AP891008-0085 AP891010-0006
q116 AP891013-0094 WSJ891004-0140 AP891007-0094 AP891008-0085 AP891010-0006 WSJ891010-0079
q116 AP891026-0204 AP891008-0085 AP891010-0006 WSJ891010-0079 AP891013-0094 AP891014-0059
q116 AP891215-0023 WSJ891010-0079 AP891013-0094 AP891014-0059 AP891026-0204 WSJ891027-0040
q116 AP900228-0115 AP891013-0094 AP891014-0059 AP891026-0204 WSJ891027-0040 AP891215-0023
q116 WSJ900511-0168 AP891014-0059 AP891026-0204 WSJ891027-0040 AP891215-0023 AP900228-0115
q116 AP900627-0253 AP891026-0204 WSJ891027-0040 AP891215-0023 AP900228-0115 WSJ900511-0168
q116 WSJ900628-0080 AP891215-0023 AP900228-0115 WSJ900511-0168 AP900627-0253 AP900628-0047
q116 AP900926-0269 AP900228-0115 WSJ900511-0168 AP900627-0253 AP900628-0047 WSJ900628-0080
q116 AP901121-0160 WSJ900511-0168 AP900627-0253 AP900628-0047 WSJ900628-0080 AP900926-0269
q116 AP901217-0134 AP900627-0253 AP900628-0047 WSJ900628-0080 AP900926-0269 AP901121-0160
q123 AP880213-0040 WSJ880127-0124
q123 WSJ880223-0130 WSJ880127-0124 AP880213-0040
q123 AP880225-0287 WSJ880127-0124 AP880213-0040 WSJ880223-0130
q123 AP880226-0025 WSJ880127-0124 AP880213-0040 WSJ880223-0130 AP880225-0287
q123 WSJ880226-0121 WSJ880127-0124 AP880213-0040 WSJ880223-0130 AP880225-0287 AP880226-0025
q123 AP880229-0184 AP880213-0040 WSJ880223-0130 AP880225-0287 AP880226-0025 WSJ880226-0121
q123 WSJ880301-0097 WSJ880223-0130 AP880225-0287 AP880226-0025 WSJ880226-0121 AP880229-0184
q123 WSJ880309-0005 AP880225-0287 AP880226-0025 WSJ880226-0121 AP880229-0184 WSJ880301-0097
q123 AP880314-0106 AP880226-0025 WSJ880226-0121 AP880229-0184 WSJ880301-0097 WSJ880309-0005
q123 AP880314-0297 WSJ880226-0121 AP880229-0184 WSJ880301-0097 WSJ880309-0005 AP880314-0106
q123 AP880318-0002 AP880229-0184 WSJ880301-0097 WSJ880309-0005 AP880314-0106 AP880314-0297
q123 AP880318-0076 WSJ880301-0097 WSJ880309-0005 AP880314-0106 AP880314-0297 AP880318-0002
q123 AP880320-0079 WSJ880309-0005 AP880314-0106 AP880314-0297 AP880318-0002 AP880318-0076
q123 AP880321-0136 AP880314-0106 AP880314-0297 AP880318-0002 AP880318-0076 AP880320-0079
q123 AP880322-0032 AP880314-0297 AP880318-0002 AP880318-0076 AP880320-0079 AP880321-0136
q123 AP880325-0081 AP880318-0002 AP880318-0076 AP880320-0079 AP880321-0136 AP880322-0032
q123 AP880407-0029 AP880318-0076 AP880320-0079 AP880321-0136 AP880322-0032 AP880325-0081
q123 WSJ880419-0093 AP880320-0079 AP880321-0136 AP880322-0032 AP880325-0081 AP880407-0029
q123 WSJ880421-0049 AP880321-0136 AP880322-0032 AP880325-0081 AP880407-0029 WSJ880419-0093
q123 WSJ880422-0171 AP880322-0032 AP880325-0081 AP880407-0029 WSJ880419-0093 WSJ880421-0049
q123 AP880505-0183 AP880325-0081 AP880407-0029 WSJ880419-0093 WSJ880421-0049 WSJ880422-0171
q123 AP880604-0141 AP880407-0029 WSJ880419-0093 WSJ880421-0049 WSJ880422-0171 AP880505-0183
q123 WSJ880607-0084 WSJ880419-0093 WSJ880421-0049 WSJ880422-0171 AP880505-0183 AP880604-0141
q123 AP880608-0012 WSJ880421-0049 WSJ880422-0171 AP880505-0183 AP880604-0141 WSJ880607-0084
q123 AP880608-0014 WSJ880422-0171 AP880505-0183 AP880604-0141 WSJ880607-0084 AP880608-0012
q123 WSJ880608-0098 AP880505-0183 AP880604-0141 WSJ880607-0084 AP880608-0012 AP880608-0014
q123 WSJ880715-0070 AP880604-0141 WSJ880607-0084 AP880608-0012 AP880608-0014 WSJ880608-0098
q123 AP880721-0025 WSJ880607-0084 AP880608-0012 AP880608-0014 WSJ880608-0098 WSJ880715-0070
q123 AP880722-0217 AP880608-0012 AP880608-0014 WSJ880608-0098 WSJ880715-0070 AP880721-0025
q123 WSJ880728-0118 AP880608-0014 WSJ880608-0098 WSJ880715-0070 AP880721-0025 AP880722-0217
q123 WSJ880805-0117 WSJ880608-0098 WSJ880715-0070 AP880721-0025 AP880722-0217 WSJ880728-0118
q123 AP880902-0065 WSJ880715-0070 AP880721-0025 AP880722-0217 WSJ880728-0118 WSJ880805-0117
q123 AP880907-0174 AP880721-0025 AP880722-0217 WSJ880728-0118 WSJ880805-0117 AP880902-0065
q123 WSJ880913-0136 AP880722-0217 WSJ880728-0118 WSJ880805-0117 AP880902-0065 AP880907-0174
q123 AP880915-0187 WSJ880728-0118 WSJ880805-0117 AP880902-0065 AP880907-0174 WSJ880913-0136
q123 WSJ880927-0114 WSJ880805-0117 AP880902-0065 AP880907-0174 WSJ880913-0136 AP880915-0187
q123 WSJ880928-0091 AP880902-0065 AP880907-0174 WSJ880913-0136 AP880915-0187 WSJ880927-0114
q123 WSJ880930-0038 AP880907-0174 WSJ880913-0136 AP880915-0187 WSJ880927-0114 WSJ880928-0091
q123 WSJ881006-0028 WSJ880913-0136 AP880915-0187 WSJ880927-0114 WSJ880928-0091 WSJ880930-0038
q123 AP881012-0174 AP880915-0187 WSJ880927-0114 WSJ880928-0091 WSJ880930-0038 WSJ881006-0028
q123 WSJ881013-0082 WSJ880927-0114 WSJ880928-0091 WSJ880930-0038 WSJ881006-0028 AP881012-0174
q123 AP881013-0102 WSJ880928-0091 WSJ880930-0038 WSJ881006-0028 AP881012-0174 WSJ881013-0082
q123 AP881020-0251 WSJ880930-0038 WSJ881006-0028 AP881012-0174 WSJ881013-0082 AP881013-0102
q123 AP881029-0074 AP881012-0174 WSJ881013-0082 AP881013-0102 AP881020-0251 AP881024-0005
q123 WSJ881110-0114 AP881013-0102 AP881020-0251 AP881024-0005 AP881029-0074 AP881105-0074
q123 AP881112-0063 AP881020-0251 AP881024-0005 AP881029-0074 AP881105-0074 WSJ881110-0114
q123 WSJ881116-0148 AP881024-0005 AP881029-0074 AP881105-0074 WSJ881110-0114 AP881112-0063
q123 AP881130-0071 AP881029-0074 AP881105-0074 WSJ881110-0114 AP881112-0063 WSJ881116-0148
q123 AP881211-0076 AP881105-0074 WSJ881110-0114 AP881112-0063 WSJ881116-0148 AP881130-0071
q123 AP890113-0262 WSJ881110-0114 AP881112-0063 WSJ881116-0148 AP881130-0071 AP881211-0076
q123 AP890208-0190 AP881112-0063 WSJ881116-0148 AP881130-0071 AP881211-0076 AP890113-0262
q123 AP890216-0166 WSJ881116-0148 AP881130-0071 AP881211-0076 AP890113-0262 AP890208-0190
q123 AP890224-0203 AP881130-0071 AP881211-0076 AP890113-0262 AP890208-0190 AP890216-0166
q123 AP890228-0024 AP881211-0076 AP890113-0262 AP890208-0190 AP890216-0166 AP890224-0203
q123 AP890310-0066 AP890113-0262 AP890208-0190 AP890216-0166 AP890224-0203 AP890228-0024
q123 AP890327-0013 AP890208-0190 AP890216-0166 AP890224-0203 AP890228-0024 AP890310-0066
q123 AP890405-0033 AP890216-0166 AP890224-0203 AP890228-0024 AP890310-0066 AP890327-0013
q123 AP890405-0048 AP890224-0203 AP890228-0024 AP890310-0066 AP890327-0013 AP890405-0033
q123 AP890413-0039 AP890228-0024 AP890310-0066 AP890327-0013 AP890405-0033 AP890405-0048
q123 AP890418-0042 AP890310-0066 AP890327-0013 AP890405-0033 AP890405-0048 AP890413-0039
q123 AP890420-0149 AP890327-0013 AP890405-0033 AP890405-0048 AP890413-0039 AP890418-0042
q123 AP890421-0074 AP890405-0033 AP890405-0048 AP890413-0039 AP890418-0042 AP890420-0149
q123 AP890512-0270 AP890405-0048 AP890413-0039 AP890418-0042 AP890420-0149 AP890421-0074
q123 AP890525-0165 AP890413-0039 AP890418-0042 AP890420-0149 AP890421-0074 AP890512-0270
q123 AP890602-0145 AP890418-0042 AP890420-0149 AP890421-0074 AP890512-0270 AP890525-0165
q123 AP890611-0078 AP890420-0149 AP890421-0074 AP890512-0270 AP890525-0165 AP890602-0145
q123 AP890615-0221 AP890421-0074 AP890512-0270 AP890525-0165 AP890602-0145 AP890611-0078
q123 AP890619-0299 AP890512-0270 AP890525-0165 AP890602-0145 AP890611-0078 AP890615-0221
q123 AP890620-0068 AP890525-0165 AP890602-0145 AP890611-0078 AP890615-0221 AP890619-0299
q123 AP890622-0208 AP890611-0078 AP890615-0221 AP890619-0299 AP890620-0068 AP890620-0205
q123 AP890708-0104 AP890615-0221 AP890619-0299 AP890620-0068 AP890620-0205 AP890622-0208
q123 AP890712-0036 AP890619-0299 AP890620-0068 AP890620-0205 AP890622-0208 AP890708-0104
q123 AP890719-0025 AP890620-0068 AP890620-0205 AP890622-0208 AP890708-0104 AP890712-0036
q123 AP890720-0133 AP890620-0205 AP890622-0208 AP890708-0104 AP890712-0036 AP890719-0025
q123 AP890803-0179 AP890622-0208 AP890708-0104 AP890712-0036 AP890719-0025 AP890720-0133
q123 WSJ890830-0067 AP890708-0104 AP890712-0036 AP890719-0025 AP890720-0133 AP890803-0179
q123 AP890831-0218 AP890712-0036 AP890719-0025 AP890720-0133 AP890803-0179 WSJ890830-0067
q123 WSJ890907-0041 AP890719-0025 AP890720-0133 AP890803-0179 WSJ890830-0067 AP890831-0218
q123 WSJ890912-0010 AP890720-0133 AP890803-0179 WSJ890830-0067 AP890831-0218 WSJ890907-0041
q123 WSJ890918-0117 AP890803-0179 WSJ890830-0067 AP890831-0218 WSJ890907-0041 WSJ890912-0010
q123 WSJ890922-0092 WSJ890830-0067 AP890831-0218 WSJ890907-0041 WSJ890912-0010 WSJ890918-0117
q123 WSJ890927-0160 AP890831-0218 WSJ890907-0041 WSJ890912-0010 WSJ890918-0117 WSJ890922-0092
q123 AP890928-0293 WSJ890907-0041 WSJ890912-0010 WSJ890918-0117 WSJ890922-0092 WSJ890927-0160
q123 WSJ890929-0115 WSJ890912-0010 WSJ890918-0117 WSJ890922-0092 WSJ890927-0160 AP890928-0293
q123 AP891005-0166 WSJ890918-0117 WSJ890922-0092 WSJ890927-0160 AP890928-0293 WSJ890929-0115
q123 AP891012-0277 WSJ890922-0092 WSJ890927-0160 AP890928-0293 WSJ890929-0115 AP891005-0166
q123 AP891025-0148 WSJ890927-0160 AP890928-0293 WSJ890929-0115 AP891005-0166 AP891012-0277
q123 WSJ891026-0094 AP890928-0293 WSJ890929-0115 AP891005-0166 AP891012-0277 AP891025-0148
q123 AP891101-0003 WSJ890929-0115 AP891005-0166 AP891012-0277 AP891025-0148 WSJ891026-0094
q123 AP891102-0029 AP891005-0166 AP891012-0277 AP891025-0148 WSJ891026-0094 AP891101-0003
q123 WSJ891102-0191 AP891012-0277 AP891025-0148 WSJ891026-0094 AP891101-0003 AP891102-0029
q123 AP891104-0009 AP891025-0148 WSJ891026-0094 AP891101-0003 AP891102-0029 WSJ891102-0191
q123 AP891110-0134 WSJ891026-0094 AP891101-0003 AP891102-0029 WSJ891102-0191 AP891104-0009
q123 AP891219-0097 AP891101-0003 AP891102-0029 WSJ891102-0191 AP891104-0009 AP891110-0134
q123 AP891222-0027 AP891102-0029 WSJ891102-0191 AP891104-0009 AP891110-0134 AP891219-0097
q123 AP891226-0148 WSJ891102-0191 AP891104-0009 AP891110-0134 AP891219-0097 AP891222-0027
q123 AP900102-0222 AP891104-0009 AP891110-0134 AP891219-0097 AP891222-0027 AP891226-0148
q123 AP900103-0005 AP891110-0134 AP891219-0097 AP891222-0027 AP891226-0148 AP900102-0222
q123 AP900112-0147 AP891219-0097 AP891222-0027 AP891226-0148 AP900102-0222 AP900103-0005
q123 AP900112-0220 AP891222-0027 AP891226-0148 AP900102-0222 AP900103-0005 AP900112-0147
q123 AP900113-0113 AP900103-0005 AP900112-0147 AP900112-0220 AP900112-0225 AP900112-0272
q123 AP900116-0018 AP900112-0147 AP900112-0220 AP900112-0225 AP900112-0272 AP900113-0113
q123 AP900118-0156 AP900112-0220 AP900112-0225 AP900112-0272 AP900113-0113 AP900116-0018
q123 AP900119-0020 AP900112-0225 AP900112-0272 AP900113-0113 AP900116-0018 AP900118-0156
q123 AP900123-0016 AP900112-0272 AP900113-0113 AP900116-0018 AP900118-0156 AP900119-0020
q123 AP900125-0239 AP900113-0113 AP900116-0018 AP900118-0156 AP900119-0020 AP900123-0016
q123 AP900126-0015 AP900116-0018 AP900118-0156 AP900119-0020 AP900123-0016 AP900125-0239
q123 AP900129-0246 AP900118-0156 AP900119-0020 AP900123-0016 AP900125-0239 AP900126-0015
q123 AP900129-0259 AP900119-0020 AP900123-0016 AP900125-0239 AP900126-0015 AP900129-0246
q123 AP900130-0170 AP900123-0016 AP900125-0239 AP900126-0015 AP900129-0246 AP900129-0259
q123 AP900131-0203 AP900125-0239 AP900126-0015 AP900129-0246 AP900129-0259 AP900130-0170
q123 AP900201-0021 AP900126-0015 AP900129-0246 AP900129-0259 AP900130-0170 AP900131-0203
q123 AP900205-0166 AP900129-0246 AP900129-0259 AP900130-0170 AP900131-0203 AP900201-0021
q123 AP900206-0030 AP900129-0259 AP900130-0170 AP900131-0203 AP900201-0021 AP900205-0166
q123 AP900206-0072 AP900130-0170 AP900131-0203 AP900201-0021 AP900205-0166 AP900206-0030
q123 AP900210-0121 AP900131-0203 AP900201-0021 AP900205-0166 AP900206-0030 AP900206-0072
q123 AP900213-0097 AP900201-0021 AP900205-0166 AP900206-0030 AP900206-0072 AP900210-0121
q123 AP900213-0173 AP900205-0166 AP900206-0030 AP900206-0072 AP900210-0121 AP900213-0097
q123 AP900215-0039 AP900206-0030 AP900206-0072 AP900210-0121 AP900213-0097 AP900213-0173
q123 AP900215-0131 AP900206-0072 AP900210-0121 AP900213-0097 AP900213-0173 AP900215-0039
q123 AP900215-0162 AP900210-0121 AP900213-0097 AP900213-0173 AP900215-0039 AP900215-0131
q123 AP900216-0020 AP900213-0097 AP900213-0173 AP900215-0039 AP900215-0131 AP900215-0162
q123 AP900216-0234 AP900213-0173 AP900215-0039 AP900215-0131 AP900215-0162 AP900216-0020
q123 AP900217-0026 AP900215-0039 AP900215-0131 AP900215-0162 AP900216-0020 AP900216-0234
q123 AP900219-0123 AP900215-0131 AP900215-0162 AP900216-0020 AP900216-0234 AP900217-0026
q123 AP900220-0009 AP900215-0162 AP900216-0020 AP900216-0234 AP900217-0026 AP900219-0123
q123 AP900221-0018 AP900216-0234 AP900217-0026 AP900219-0123 AP900220-0009 AP900220-0183
q123 AP900221-0031 AP900217-0026 AP900219-0123 AP900220-0009 AP900220-0183 AP900221-0018
q123 AP900221-0062 AP900219-0123 AP900220-0009 AP900220-0183 AP900221-0018 AP900221-0031
q123 AP900222-0072 AP900220-0009 AP900220-0183 AP900221-0018 AP900221-0031 AP900221-0062
q123 AP900223-0251 AP900220-0183 AP900221-0018 AP900221-0031 AP900221-0062 AP900222-0072
q123 AP900224-0145 AP900221-0018 AP900221-0031 AP900221-0062 AP900222-0072 AP900223-0251
q123 AP900301-0208 AP900221-0031 AP900221-0062 AP900222-0072 AP900223-0251 AP900224-0145
q123 AP900301-0264 AP900221-0062 AP900222-0072 AP900223-0251 AP900224-0145 AP900301-0208
q123 AP900327-0127 AP900222-0072 AP900223-0251 AP900224-0145 AP900301-0208 AP900301-0264
q123 AP900328-0013 AP900223-0251 AP900224-0145 AP900301-0208 AP900301-0264 AP900327-0127
q123 AP900402-0043 AP900224-0145 AP900301-0208 AP900301-0264 AP900327-0127 AP900328-0013
q123 AP900403-0027 AP900301-0264 AP900327-0127 AP900328-0013 AP900402-0043 AP900402-0184
q123 AP900403-0128 AP900327-0127 AP900328-0013 AP900402-0043 AP900402-0184 AP900403-0027
q123 AP900404-0006 AP900328-0013 AP900402-0043 AP900402-0184 AP900403-0027 AP900403-0128
q123 WSJ900404-0017 AP900402-0043 AP900402-0184 AP900403-0027 AP900403-0128 AP900404-0006
q123 AP900405-0232 AP900402-0184 AP900403-0027 AP900403-0128 AP900404-0006 WSJ900404-0017
q123 AP900405-0265 AP900403-0027 AP900403-0128 AP900404-0006 WSJ900404-0017 AP900405-0232
q123 AP900410-0238 AP900403-0128 AP900404-0006 WSJ900404-0017 AP900405-0232 AP900405-0265
q123 AP900412-0158 AP900404-0006 WSJ900404-0017 AP900405-0232 AP900405-0265 AP900410-0238
q123 WSJ900413-0192 WSJ900404-0017 AP900405-0232 AP900405-0265 AP900410-0238 AP900412-0158
q123 AP900414-0007 AP900405-0232 AP900405-0265 AP900410-0238 AP900412-0158 WSJ900413-0192
q123 WSJ900416-0015 AP900405-0265 AP900410-0238 AP900412-0158 WSJ900413-0192 AP900414-0007
q123 AP900416-0171 AP900410-0238 AP900412-0158 WSJ900413-0192 AP900414-0007 WSJ900416-0015
q123 AP900418-0104 AP900412-0158 WSJ900413-0192 AP900414-0007 WSJ900416-0015 AP900416-0171
q123 WSJ900418-0108 WSJ900413-0192 AP900414-0007 WSJ900416-0015 AP900416-0171 AP900418-0104
q123 AP900419-0141 AP900414-0007 WSJ900416-0015 AP900416-0171 AP900418-0104 WSJ900418-0108
q123 AP900419-0206 WSJ900416-0015 AP900416-0171 AP900418-0104 WSJ900418-0108 AP900419-0141
q123 AP900420-0017 AP900416-0171 AP900418-0104 WSJ900418-0108 AP900419-0141 AP900419-0206
q123 AP900426-0190 AP900418-0104 WSJ900418-0108 AP900419-0141 AP900419-0206 AP900420-0017
q123 AP900426-0192 WSJ900418-0108 AP900419-0141 AP900419-0206 AP900420-0017 AP900426-0190
q123 AP900427-0013 AP900419-0141 AP900419-0206 AP900420-0017 AP900426-0190 AP900426-0192
q123 AP900430-0017 AP900419-0206 AP900420-0017 AP900426-0190 AP900426-0192 AP900427-0013
q123 AP900430-0260 AP900420-0017 AP900426-0190 AP900426-0192 AP900427-0013 AP900430-0017
q123 WSJ900501-0108 AP900426-0190 AP900426-0192 AP900427-0013 AP900430-0017 AP900430-0260
q123 AP900502-0103 AP900426-0192 AP900427-0013 AP900430-0017 AP900430-0260 WSJ900501-0108
q123 AP900510-0032 AP900427-0013 AP900430-0017 AP900430-0260 WSJ900501-0108 AP900502-0103
q123 AP900510-0163 AP900430-0017 AP900430-0260 WSJ900501-0108 AP900502-0103 AP900510-0032
q123 AP900516-0033 AP900430-0260 WSJ900501-0108 AP900502-0103 AP900510-0032 AP900510-0163
q123 WSJ900516-0043 WSJ900501-0108 AP900502-0103 AP900510-0032 AP900510-0163 AP900516-0033
q123 AP900516-0109 AP900502-0103 AP900510-0032 AP900510-0163 AP900516-0033 WSJ900516-0043
q123 AP900516-0113 AP900510-0032 AP900510-0163 AP900516-0033 WSJ900516-0043 AP900516-0109
q123 WSJ900517-0062 AP900510-0163 AP900516-0033 WSJ900516-0043 AP900516-0109 AP900516-0113
q123 WSJ900521-0004 AP900516-0033 WSJ900516-0043 AP900516-0109 AP900516-0113 WSJ900517-0062
q123 AP900521-0031 WSJ900516-0043 AP900516-0109 AP900516-0113 WSJ900517-0062 WSJ900521-0004
q123 AP900522-0021 AP900516-0109 AP900516-0113 WSJ900517-0062 WSJ900521-0004 AP900521-0031
q123 AP900522-0142 AP900516-0113 WSJ900517-0062 WSJ900521-0004 AP900521-0031 AP900522-0021
q123 AP900523-0227 WSJ900521-0004 AP900521-0031 AP900522-0021 AP900522-0142 AP900523-0033
q123 AP900524-0024 AP900521-0031 AP900522-0021 AP900522-0142 AP900523-0033 AP900523-0227
q123 AP900525-0085 AP900522-0021 AP900522-0142 AP900523-0033 AP900523-0227 AP900524-0024
q123 WSJ900525-0152 AP900522-0142 AP900523-0033 AP900523-0227 AP900524-0024 AP900525-0085
q123 WSJ900531-0084 AP900523-0033 AP900523-0227 AP900524-0024 AP900525-0085 WSJ900525-0152
q123 AP900608-0027 AP900523-0227 AP900524-0024 AP900525-0085 WSJ900525-0152 WSJ900531-0084
q123 AP900611-0144 AP900524-0024 AP900525-0085 WSJ900525-0152 WSJ900531-0084 AP900608-0027
q123 AP900614-0212 AP900525-0085 WSJ900525-0152 WSJ900531-0084 AP900608-0027 AP900611-0144
q123 AP900618-0070 WSJ900525-0152 WSJ900531-0084 AP900608-0027 AP900611-0144 AP900614-0212
q123 AP900618-0129 WSJ900531-0084 AP900608-0027 AP900611-0144 AP900614-0212 AP900618-0070
q123 AP900618-0158 AP900608-0027 AP900611-0144 AP900614-0212 AP900618-0070 AP900618-0129
q123 AP900620-0131 AP900611-0144 AP900614-0212 AP900618-0070 AP900618-0129 AP900618-0158
q123 AP900620-0187 AP900618-0070 AP900618-0129 AP900618-0158 AP900620-0131 AP900620-0149
q123 AP900623-0030 AP900618-0129 AP900618-0158 AP900620-0131 AP900620-0149 AP900620-0187
q123 WSJ900625-0142 AP900618-0158 AP900620-0131 AP900620-0149 AP900620-0187 AP900623-0030
q123 AP900625-0224 AP900620-0131 AP900620-0149 AP900620-0187 AP900623-0030 WSJ900625-0142
q123 AP900626-0066 AP900620-0149 AP900620-0187 AP900623-0030 WSJ900625-0142 AP900625-0224
q123 WSJ900626-0118 AP900620-0187 AP900623-0030 WSJ900625-0142 AP900625-0224 AP900626-0066
q123 AP900626-0150 AP900623-0030 WSJ900625-0142 AP900625-0224 AP900626-0066 WSJ900626-0118
q123 AP900626-0158 WSJ900625-0142 AP900625-0224 AP900626-0066 WSJ900626-0118 AP900626-0150
q123 WSJ900627-0085 AP900626-0066 WSJ900626-0118 AP900626-0150 AP900626-0158 AP900627-0007
q123 AP900628-0205 WSJ900626-0118 AP900626-0150 AP900626-0158 AP900627-0007 WSJ900627-0085
q123 AP900629-0282 AP900626-0150 AP900626-0158 AP900627-0007 WSJ900627-0085 AP900628-0205
q123 AP900702-0190 AP900626-0158 AP900627-0007 WSJ900627-0085 AP900628-0205 AP900629-0282
q123 AP900703-0154 AP900627-0007 WSJ900627-0085 AP900628-0205 AP900629-0282 AP900702-0190
q123 WSJ900706-0055 WSJ900627-0085 AP900628-0205 AP900629-0282 AP900702-0190 AP900703-0154
q123 WSJ900709-0034 AP900628-0205 AP900629-0282 AP900702-0190 AP900703-0154 WSJ900706-0055
q123 AP900710-0200 AP900629-0282 AP900702-0190 AP900703-0154 WSJ900706-0055 WSJ900709-0034
q123 AP900711-0001 AP900702-0190 AP900703-0154 WSJ900706-0055 WSJ900709-0034 AP900710-0200
q123 AP900711-0250 AP900703-0154 WSJ900706-0055 WSJ900709-0034 AP900710-0200 AP900711-0001
q123 AP900712-0089 WSJ900706-0055 WSJ900709-0034 AP900710-0200 AP900711-0001 AP900711-0250
q123 AP900712-0168 WSJ900709-0034 AP900710-0200 AP900711-0001 AP900711-0250 AP900712-0089
q123 AP900712-0191 AP900710-0200 AP900711-0001 AP900711-0250 AP900712-0089 AP900712-0168
q123 AP900713-0040 AP900711-0001 AP900711-0250 AP900712-0089 AP900712-0168 AP900712-0191
q123 AP900714-0010 AP900711-0250 AP900712-0089 AP900712-0168 AP900712-0191 AP900713-0040
q123 AP900717-0113 AP900712-0089 AP900712-0168 AP900712-0191 AP900713-0040 AP900714-0010
q123 AP900718-0169 AP900712-0168 AP900712-0191 AP900713-0040 AP900714-0010 AP900717-0113
q123 AP900718-0218 AP900712-0191 AP900713-0040 AP900714-0010 AP900717-0113 AP900718-0169
q123 AP900719-0033 AP900713-0040 AP900714-0010 AP900717-0113 AP900718-0169 AP900718-0218
q123 AP900719-0236 AP900714-0010 AP900717-0113 AP900718-0169 AP900718-0218 AP900719-0033
q123 AP900720-0156 AP900717-0113 AP900718-0169 AP900718-0218 AP900719-0033 AP900719-0236
q123 AP900720-0202 AP900718-0169 AP900718-0218 AP900719-0033 AP900719-0236 AP900720-0156
q123 AP900723-0115 AP900718-0218 AP900719-0033 AP900719-0236 AP900720-0156 AP900720-0202
q123 AP900724-0016 AP900719-0033 AP900719-0236 AP900720-0156 AP900720-0202 AP900723-0115
q123 AP900725-0137 AP900719-0236 AP900720-0156 AP900720-0202 AP900723-0115 AP900724-0016
q123 AP900726-0027 AP900720-0156 AP900720-0202 AP900723-0115 AP900724-0016 AP900725-0137
q123 AP900726-0079 AP900720-0202 AP900723-0115 AP900724-0016 AP900725-0137 AP900726-0027
q123 AP900727-0024 AP900723-0115 AP900724-0016 AP900725-0137 AP900726-0027 AP900726-0079
q123 WSJ900801-0078 AP900724-0016 AP900725-0137 AP900726-0027 AP900726-0079 AP900727-0024
q123 AP900806-0162 AP900725-0137 AP900726-0027 AP900726-0079 AP900727-0024 WSJ900801-0078
q123 AP900809-0112 AP900726-0027 AP900726-0079 AP900727-0024 WSJ900801-0078 AP900806-0162
q123 AP900811-0031 AP900727-0024 WSJ900801-0078 AP900806-0162 AP900809-0112 AP900810-0029
q123 AP900814-0141 WSJ900801-0078 AP900806-0162 AP900809-0112 AP900810-0029 AP900811-0031
q123 AP900816-0119 AP900806-0162 AP900809-0112 AP900810-0029 AP900811-0031 AP900814-0141
q123 AP900816-0230 AP900809-0112 AP900810-0029 AP900811-0031 AP900814-0141 AP900816-0119
q123 AP900824-0069 AP900810-0029 AP900811-0031 AP900814-0141 AP900816-0119 AP900816-0230
q123 AP900831-0026 AP900811-0031 AP900814-0141 AP900816-0119 AP900816-0230 AP900824-0069
q123 AP900902-0034 AP900814-0141 AP900816-0119 AP900816-0230 AP900824-0069 AP900831-0026
q123 AP900906-0041 AP900816-0119 AP900816-0230 AP900824-0069 AP900831-0026 AP900902-0034
q123 WSJ900906-0113 AP900816-0230 AP900824-0069 AP900831-0026 AP900902-0034 AP900906-0041
q123 AP900908-0169 AP900824-0069 AP900831-0026 AP900902-0034 AP900906-0041 WSJ900906-0113
q123 AP900915-0016 AP900831-0026 AP900902-0034 AP900906-0041 WSJ900906-0113 AP900908-0169
q123 AP900919-0018 AP900902-0034 AP900906-0041 WSJ900906-0113 AP900908-0169 AP900915-0016
q123 WSJ900919-0036 AP900906-0041 WSJ900906-0113 AP900908-0169 AP900915-0016 AP900919-0018
